SUBMITTED_ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0034187,FBgn0034187,CG6967,53F4-53F4,-,2-81 <newline> 2-84.9,-,-,SO0000010:protein_coding_gene,-,-,-,2R,17066546,17062775,1,-,-,Feb-81,CG6967
FBgn0034299,FBgn0034299,CG5757,55B4-55B4,-,2-84 <newline> 2-88.4,-,-,SO0000010:protein_coding_gene,dUDP biosynthetic process ; GO:0006227 | inferred from sequence or structural similarity with SGD:S000003818 <newline> dTDP biosynthetic process ; GO:0006233 | inferred from biological aspect of ancestor with PANTHER:PTN000038985 <newline> dTTP biosynthetic process ; GO:0006235 | inferred from sequence or structural similarity with SGD:S000003818 <newline> dTTP biosynthetic process ; GO:0006235 | inferred from biological aspect of ancestor with PANTHER:PTN000038985 <newline> dUDP biosynthetic process ; GO:0006227 | inferred from biological aspect of ancestor with PANTHER:PTN000038985 <newline> dTDP biosynthetic process ; GO:0006233 | inferred from sequence or structural similarity with SGD:S000003818,cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000038985 <newline> nucleus ; GO:0005634 | inferred from sequence or structural similarity with SGD:S000003818 <newline> cytoplasm ; GO:0005737 | inferred from sequence or structural similarity with SGD:S000003818,"ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR018094, InterPro:IPR018095 <newline> uridylate kinase activity ; GO:0009041 | inferred from biological aspect of ancestor with PANTHER:PTN000038985 <newline> thymidylate kinase activity ; GO:0004798 | inferred from sequence or structural similarity with SGD:S000003818 <newline> thymidylate kinase activity ; GO:0004798 | inferred from biological aspect of ancestor with PANTHER:PTN000038985 <newline> uridylate kinase activity ; GO:0009041 | inferred from sequence or structural similarity with SGD:S000003818",2R,18094900,18093723,-1,-,-,Feb-84,CG5757
FBgn0034312,FBgn0034312,CG10916,55B11-55B12,-,2-84 <newline> 2-88.7,-,-,SO0000010:protein_coding_gene,protein ubiquitination ; GO:0016567 | inferred from sequence or structural similarity with MGI:MGI:1096377 <newline> determination of adult lifespan ; GO:0008340 | inferred from mutant phenotype <newline> intracellular signal transduction ; GO:0035556 | inferred from sequence or structural similarity with MGI:MGI:1096377,cellular_component ; GO:0005575 | no biological data available,zinc ion binding ; GO:0008270 | inferred from sequence model <newline> ubiquitin-protein transferase activity ; GO:0004842 | inferred from sequence or structural similarity with MGI:MGI:1096377,2R,18175725,18173669,1,-,-,Feb-84,CG10916
FBgn0034372,FBgn0034372,CG5469,55E5-55E5,-,2-86 <newline> 2-91.0,-,-,SO0000010:protein_coding_gene,positive regulation of canonical Wnt signaling pathway ; GO:0090263 | inferred from mutant phenotype,apical cortex ; GO:0045179 | inferred from direct assay,-,2R,18661548,18658418,-1,-,GDI interacting protein 3,Feb-86,Gint3
FBgn0034387,FBgn0034387,CG15077,55F1-55F1,55F1-55F2,2-86 <newline> 2-91.3,-,-,SO0000010:protein_coding_gene,"oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401, InterPro:IPR017972",-,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ; GO:0016705 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401, InterPro:IPR017972 <newline> heme binding ; GO:0020037 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401 <newline> iron ion binding ; GO:0005506 | inferred from electronic annotation with InterPro:IPR001128, InterPro:IPR002401",2R,18757083,18754995,1,-,Cyp12b2,Feb-86,Cyp12b2
FBgn0034389,FBgn0034389,CG15078,55F1-55F2,-,2-86 <newline> 2-91.3,-,-,SO0000010:protein_coding_gene,regulation of neurotransmitter secretion ; GO:0046928 | inferred from mutant phenotype <newline> regulation of neuronal synaptic plasticity ; GO:0048168 | inferred from mutant phenotype,integral component of membrane ; GO:0016021 | inferred from sequence or structural similarity with HGNC:26183 <newline> endoplasmic reticulum membrane ; GO:0005789 | inferred from direct assay,calcium ion binding ; GO:0005509 | inferred from sequence or structural similarity with HGNC:26183 <newline> calcium ion binding ; GO:0005509 | inferred from direct assay,2R,18774824,18761758,1,-,Multiple C2 domain and transmembrane region protein,Feb-86,Mctp
FBgn0034397,FBgn0034397,CG15082,55F6-55F6,-,2-86 <newline> 2-92.2,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,18833241,18830331,1,-,-,Feb-86,CG15082
FBgn0034403,FBgn0034403,CG18190,55F7-55F7,-,2-86 <newline> 2-92.2,-,-,SO0000010:protein_coding_gene,-,-,"microtubule binding ; GO:0008017 | inferred from electronic annotation with InterPro:IPR004953, InterPro:IPR027328",2R,18853043,18851907,-1,-,-,Feb-86,CG18190
FBgn0034417,FBgn0034417,CG15117,56B5-56B5,-,2-88 <newline> 2-93.6,-,-,SO0000010:protein_coding_gene,"carbohydrate metabolic process ; GO:0005975 | inferred from electronic annotation with InterPro:IPR006101, InterPro:IPR006102, InterPro:IPR006103, InterPro:IPR006104 <newline> multicellular organism reproduction ; GO:0032504 | inferred from high throughput expression pattern",extracellular space ; GO:0005615 | inferred from high throughput direct assay <newline> lysosome ; GO:0005764 | inferred from biological aspect of ancestor with PANTHER:PTN000007258,"hydrolase activity, hydrolyzing O-glycosyl compounds ; GO:0004553 | inferred from biological aspect of ancestor with PANTHER:PTN000007197",2R,19129300,19122231,-1,-,-,Feb-88,CG15117
FBgn0034432,FBgn0034432,CG7461,56C9-56C10,-,2-88 <newline> 2-94.1,-,-,SO0000010:protein_coding_gene,"oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR006089, InterPro:IPR006091, InterPro:IPR009075, InterPro:IPR009100, InterPro:IPR013786",-,"acyl-CoA dehydrogenase activity ; GO:0003995 | inferred from electronic annotation with InterPro:IPR006089, InterPro:IPR006091 <newline> flavin adenine dinucleotide binding ; GO:0050660 | inferred from electronic annotation with InterPro:IPR013786",2R,19307445,19305172,1,-,-,Feb-88,CG7461
FBgn0034438,FBgn0034438,CG9416,56D2-56D2,-,2-89 <newline> 2-94.5,-,-,SO0000010:protein_coding_gene,-,-,-,2R,19373702,19367248,-1,regulatory_region FBsf0000435787 2R:19371404..19371776 evidence=Reporter construct (in vivo),-,Feb-89,CG9416
FBgn0034475,FBgn0034475,CG13874,56E4-56E4,-,2-90 <newline> 2-95.2,-,-,SO0000010:protein_coding_gene,olfactory behavior ; GO:0042048 | inferred from sequence or structural similarity with UniProtKB:O02372 <newline> sensory perception of chemical stimulus ; GO:0007606 | inferred from sequence or structural similarity with lush <newline> sensory perception of chemical stimulus ; GO:0007606 | inferred from sequence alignment with UniProtKB:P34174 <newline> sensory perception of chemical stimulus ; GO:0007606 | inferred from sequence or structural similarity with UniProtKB:P34174 <newline> mating behavior ; GO:0007617 | inferred from mutant phenotype <newline> response to pheromone ; GO:0019236 | inferred from sequence or structural similarity with UniProtKB:O02372 <newline> sensory perception of smell ; GO:0007608 | inferred from expression pattern <newline> mating pheromone secretion ; GO:0071834 | inferred from mutant phenotype,extracellular region ; GO:0005576 | inferred from sequence model <newline> extracellular region ; GO:0005576 | inferred from sequence or structural similarity with UniProtKB:O02372 <newline> extracellular space ; GO:0005615 | inferred from biological aspect of ancestor with PANTHER:PTN000220814,odorant binding ; GO:0005549 | non-traceable author statement <newline> odorant binding ; GO:0005549 | inferred from sequence or structural similarity with lush <newline> odorant binding ; GO:0005549 | inferred from sequence alignment with UniProtKB:P34174 <newline> odorant binding ; GO:0005549 | inferred from sequence or structural similarity with UniProtKB:P34174,2R,19816204,19815554,1,regulatory_region FBsf0000436114 2R:19813768..19815578 evidence=Reporter construct (in vivo),Odorant-binding protein 56h,Feb-90,Obp56h
FBgn0034479,FBgn0034479,CG8654,56F4-56F4,-,2-90 <newline> 2-95.4,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from electronic annotation with InterPro:IPR005828,integral component of membrane ; GO:0016021 | inferred from biological aspect of ancestor with PANTHER:PTN000756324,organic anion transmembrane transporter activity ; GO:0008514 | inferred from biological aspect of ancestor with PANTHER:PTN001936837,2R,19984895,19979242,1,-,-,Feb-90,CG8654
FBgn0034480,FBgn0034480,CG16898,56F4-56F4,-,2-90 <newline> 2-95.4,-,-,SO0000010:protein_coding_gene,-,-,-,2R,20005003,20003620,-1,-,-,Feb-90,CG16898
FBgn0034500,FBgn0034500,CG11200,56F16-56F16,-,2-90 <newline> 2-96.2,-,-,SO0000010:protein_coding_gene,-,endomembrane system ; GO:0012505 | inferred from high throughput direct assay,oxidoreductase activity ; GO:0016491 | inferred from biological aspect of ancestor with PANTHER:PTN000673029,2R,20308671,20304517,-1,-,Carbonyl reductase,Feb-90,CG11200
FBgn0034515,FBgn0034515,CG13428,57A5-57A5,-,2-91 <newline> 2-97.4,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,20540448,20539512,-1,-,-,Feb-91,CG13428
FBgn0034567,FBgn0034567,CG15651,57B5-57B5,-,2-92 <newline> 2-99.5,-,-,SO0000010:protein_coding_gene,protein O-linked mannosylation ; GO:0035269 | inferred from sequence or structural similarity with HGNC:17997,Golgi apparatus ; GO:0005794 | inferred from sequence or structural similarity with HGNC:17997 <newline> rough endoplasmic reticulum ; GO:0005791 | inferred from sequence or structural similarity with HGNC:17997,molecular_function ; GO:0003674 | no biological data available,2R,20986500,20983838,-1,-,-,Feb-92,CG15651
FBgn0034583,FBgn0034583,CG10527,57B16-57B16,-,2-92 <newline> 2-99.7,-,-,SO0000010:protein_coding_gene,-,cytoplasm ; GO:0005737 | inferred from direct assay,farnesoic acid O-methyltransferase activity ; GO:0019010 | NOT inferred from direct assay,2R,21072789,21070368,-1,-,-,Feb-92,CG10527
FBgn0034588,FBgn0034588,CG9394,57C1-57C1,-,2-93 <newline> 2-100.3,-,-,SO0000010:protein_coding_gene,glycerophospholipid catabolic process ; GO:0046475 | inferred from biological aspect of ancestor with PANTHER:PTN000539050 <newline> cellular phosphate ion homeostasis ; GO:0030643 | inferred from biological aspect of ancestor with PANTHER:PTN000539050,-,starch binding ; GO:2001070 | inferred from electronic annotation with InterPro:IPR002044 <newline> glycerophosphodiester phosphodiesterase activity ; GO:0008889 | inferred from biological aspect of ancestor with PANTHER:PTN000539050 <newline> glycerophosphocholine phosphodiesterase activity ; GO:0047389 | inferred from biological aspect of ancestor with PANTHER:PTN001120996,2R,21120705,21118394,1,-,-,Feb-93,CG9394
FBgn0034655,FBgn0034655,CG10307,57F8-57F8,-,2-96 <newline> 2-102.6,-,-,SO0000010:protein_coding_gene,-,-,-,2R,21690253,21688773,1,-,-,Feb-96,CG10307
FBgn0034660,FBgn0034660,CG4402,58A1-58A1,58A2-58A2,2-97 <newline> 2-102.9,-,-,SO0000010:protein_coding_gene,oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR001695 <newline> cellular protein modification process ; GO:0006464 | inferred from sequence or structural similarity with UniProtKB:Q9Y4K0 <newline> cell adhesion ; GO:0007155 | inferred from sequence or structural similarity with UniProtKB:Q9Y4K0,"membrane ; GO:0016020 | inferred from electronic annotation with InterPro:IPR001190, InterPro:IPR017448",scavenger receptor activity ; GO:0005044 | inferred from electronic annotation with InterPro:IPR001190 <newline> copper ion binding ; GO:0005507 | inferred from electronic annotation with InterPro:IPR001695 <newline> protein-lysine 6-oxidase activity ; GO:0004720 | inferred from sequence or structural similarity with UniProtKB:Q9Y4K0,2R,21791580,21789623,-1,-,Lysyl oxidase-like 2,Feb-97,Loxl2
FBgn0034691,FBgn0034691,CG6562,58B4-58B4,58A-58B,2-98 <newline> 2-103.6,-,-,SO0000010:protein_coding_gene,positive regulation of autophagosome assembly ; GO:2000786 | inferred from mutant phenotype <newline> regulation of synapse structure or activity ; GO:0050803 | inferred from mutant phenotype <newline> synaptic vesicle endocytosis ; GO:0048488 | inferred from mutant phenotype <newline> maintenance of presynaptic active zone structure ; GO:0048790 | inferred from mutant phenotype <newline> phosphatidylinositol dephosphorylation ; GO:0046856 | inferred from sequence or structural similarity with UniProtKB:O43426,autolysosome ; GO:0044754 | inferred from direct assay <newline> type I terminal bouton ; GO:0061174 | inferred from direct assay <newline> vesicle membrane ; GO:0012506 | inferred from direct assay <newline> autophagosome ; GO:0005776 | inferred from direct assay <newline> terminal bouton ; GO:0043195 | inferred from direct assay,"nucleic acid binding ; GO:0003676 | inferred from electronic annotation with InterPro:IPR000504 <newline> phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity ; GO:0004439 | inferred from sequence or structural similarity with UniProtKB:O43426 <newline> phosphatidylinositol phosphate 5-phosphatase activity ; GO:0034595 | inferred from sequence or structural similarity with UniProtKB:Q62910 <newline> phosphatidylinositol-4-phosphate phosphatase activity ; GO:0043812 | inferred from sequence or structural similarity with UniProtKB:O43426 <newline> phosphatidylinositol-3-phosphatase activity ; GO:0004438 | inferred from sequence or structural similarity with UniProtKB:O43426",2R,22085767,22080176,1,-,Synaptojanin,Feb-98,Synj
FBgn0034716,FBgn0034716,CG3380,58D2-58D2,-,2-99 <newline> 2-104.1,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from electronic annotation with InterPro:IPR004156 <newline> organic substance transport ; GO:0071702 | inferred from sequence or structural similarity with Oatp58Db <newline> response to toxic substance ; GO:0009636 | inferred from expression pattern <newline> sodium-independent organic anion transport ; GO:0043252 | inferred from biological aspect of ancestor with PANTHER:PTN001685178 <newline> renal tubular secretion ; GO:0097254 | inferred from expression pattern,integral component of plasma membrane ; GO:0005887 | inferred from sequence or structural similarity with Oatp58Db <newline> integral component of plasma membrane ; GO:0005887 | inferred from biological aspect of ancestor with PANTHER:PTN001685178 <newline> basolateral plasma membrane ; GO:0016323 | inferred from direct assay,transmembrane transporter activity ; GO:0022857 | inferred from sequence or structural similarity with Oatp58Db <newline> active transmembrane transporter activity ; GO:0022804 | inferred from sequence or structural similarity with Oatp58Db <newline> sodium-independent organic anion transmembrane transporter activity ; GO:0015347 | inferred from biological aspect of ancestor with PANTHER:PTN001685178,2R,22228574,22223681,-1,-,Organic anion transporting polypeptide 58Dc,Feb-99,Oatp58Dc
FBgn0034727,FBgn0034727,CG3633,58E1-58E1,-,2-100 <newline> 2-105.0,-,-,SO0000010:protein_coding_gene,apoptotic process ; GO:0006915 | inferred from electronic annotation with InterPro:IPR008092 <newline> translation ; GO:0006412 | inferred from sequence or structural similarity with UniProtKB:P51398 <newline> mitochondrial translation ; GO:0032543 | traceable author statement,mitochondrial small ribosomal subunit ; GO:0005763 | traceable author statement <newline> mitochondrial small ribosomal subunit ; GO:0005763 | inferred from sequence or structural similarity with UniProtKB:P51398,structural constituent of ribosome ; GO:0003735 | inferred from sequence or structural similarity with UniProtKB:P51398 <newline> structural constituent of ribosome ; GO:0003735 | traceable author statement,2R,22420376,22418937,-1,-,mitochondrial ribosomal protein S29,2-100,mRpS29
FBgn0034761,FBgn0034761,CG4250,58F4-58F4,-,2-100 <newline> 2-105.5,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,22664474,22663692,1,-,-,2-100,CG4250
FBgn0034797,FBgn0034797,CG12781,59B4-59B4,-,2-101 <newline> 2-106.1,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,22916719,22896174,1,-,nahoda,2-101,nahoda
FBgn0034814,FBgn0034814,CG9890,59C3-59C3,-,2-102 <newline> 2-106.6,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,nucleus ; GO:0005634 | inferred from sequence or structural similarity with UniProtKB:Q9P374,RNA polymerase II core promoter sequence-specific DNA binding ; GO:0000979 | inferred from biological aspect of ancestor with PANTHER:PTN000327673,2R,23064260,23062747,-1,-,-,2-102,CG9890
FBgn0034918,FBgn0034918,CG30176,60A4-60A4,-,2-105 <newline> 2-109.6,-,-,SO0000010:protein_coding_gene,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay ; GO:0000184 | inferred from sequence or structural similarity with UniProtKB:Q9BRP8 <newline> exon-exon junction complex disassembly ; GO:1903259 | inferred from mutant phenotype <newline> cap-dependent translational initiation ; GO:0002191 | NOT inferred from physical interaction with Cbp20 inferred from physical interaction with pAbp",exon-exon junction complex ; GO:0035145 | inferred from direct assay <newline> cytoplasm ; GO:0005737 | inferred from direct assay,exon-exon junction complex binding ; GO:1990448 | inferred from physical interaction with mago inferred from physical interaction with tsu <newline> ribosomal small subunit binding ; GO:0043024 | NOT inferred from direct assay inferred from physical interaction with RpL32 inferred from physical interaction with RpS6 <newline> RNA binding ; GO:0003723 | inferred from direct assay <newline> eukaryotic initiation factor 4G binding ; GO:0031370 | NOT inferred from physical interaction with eIF4G1 <newline> eukaryotic initiation factor 4E binding ; GO:0008190 | NOT inferred from physical interaction with eIF4E1 <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:P49028 inferred from physical interaction with UniProtKB:Q9V535,2R,23856936,23855954,-1,-,Partner of Y14 and Mago,2-105,Pym
FBgn0034925,FBgn0034925,CG5339,60A9-60A9,-,2-105 <newline> 2-109.6,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,23898246,23896896,-1,-,-,2-105,CG5339
FBgn0034962,FBgn0034962,CG3167,60B5-60B5,-,2-106 <newline> 2-109.9,-,-,SO0000010:protein_coding_gene,negative regulation of BMP signaling pathway ; GO:0030514 | inferred from direct assay,integral component of nuclear inner membrane ; GO:0005639 | inferred from electronic annotation with InterPro:IPR018996 <newline> endomembrane system ; GO:0012505 | inferred from high throughput direct assay,nucleic acid binding ; GO:0003676 | inferred from electronic annotation with InterPro:IPR000504,2R,24036707,24033974,1,-,MAN1,2-106,MAN1
FBgn0035022,FBgn0035022,CG11413,60D4-60D4,-,2-107 <newline> 2-111.0,-,-,SO0000010:protein_coding_gene,-,-,-,2R,24536791,24536190,1,-,-,2-107,CG11413
FBgn0035082,FBgn0035082,CG2811,60E5-60E5,-,2-107 <newline> 2-111.8,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,24940483,24939706,-1,-,-,2-107,CG2811
FBgn0035146,FBgn0035146,CG13893,61C6-61C6,-,3-0.3 <newline> 3-0.5,-,-,SO0000010:protein_coding_gene,-,-,-,3L,604008,599094,-1,-,-,3-0.5,CG13893
FBgn0035209,FBgn0035209,CG13914,61F6-61F6,-,3-0 <newline> 3-1.7,-,-,SO0000010:protein_coding_gene,microtubule nucleation ; GO:0007020 | inferred from direct assay,-,-,3L,1332326,1331744,1,-,mitotic spindle density 1,Mar-00,msd1
FBgn0035280,FBgn0035280,CG13935,62B6-62B6,-,3-1.0 <newline> 3-3.0,-,-,SO0000010:protein_coding_gene,chitin-based cuticle development ; GO:0040003 | inferred from sequence model,extracellular matrix ; GO:0031012 | inferred from sequence model,structural constituent of cuticle ; GO:0042302 | inferred from electronic annotation with InterPro:IPR000618 <newline> structural constituent of chitin-based larval cuticle ; GO:0008010 | inferred from sequence model,3L,1835164,1832636,-1,-,Cuticular protein 62Bb,3-1.0,Cpr62Bb
FBgn0035285,FBgn0035285,CG12025,62B7-62B7,-,3-1.0 <newline> 3-3.0,-,-,SO0000010:protein_coding_gene,-,-,-,3L,1869491,1865430,1,-,-,3-1.0,CG12025
FBgn0035293,FBgn0035293,CG5687,62B11-62B11,-,3-1.0 <newline> 3-3.4,-,-,SO0000010:protein_coding_gene,transmembrane transport ; GO:0055085 | inferred from electronic annotation with InterPro:IPR001734,"membrane ; GO:0016020 | inferred from electronic annotation with InterPro:IPR001734, InterPro:IPR019900",transmembrane transporter activity ; GO:0022857 | inferred from electronic annotation with InterPro:IPR001734,3L,1939103,1933633,-1,-,-,3-1.0,CG5687
FBgn0035312,FBgn0035312,CG15820,62D1-62D1,-,3-2 <newline> 3-4.0,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3L,2174332,2172995,-1,-,-,2-Mar,CG15820
FBgn0035328,FBgn0035328,CG13804,62D5-62D5,-,3-2 <newline> 3-4.2,-,-,SO0000010:protein_coding_gene,melanin biosynthetic process ; GO:0042438 | inferred from biological aspect of ancestor with PANTHER:PTN000000448 <newline> cuticle pigmentation ; GO:0048067 | inferred from biological aspect of ancestor with PANTHER:PTN000000448,-,-,3L,2278038,2276550,1,-,yellow-g2,2-Mar,yellow-g2
FBgn0035333,FBgn0035333,CG1317,62D7-62D7,-,3-2 <newline> 3-4.4,-,-,SO0000010:protein_coding_gene,protein ubiquitination ; GO:0016567 | inferred from sequence or structural similarity with HGNC:30550 <newline> ubiquitin-dependent ERAD pathway ; GO:0030433 | inferred from biological aspect of ancestor with PANTHER:PTN000322018,integral component of endoplasmic reticulum membrane ; GO:0030176 | inferred from biological aspect of ancestor with PANTHER:PTN000322018 <newline> integral component of endoplasmic reticulum membrane ; GO:0030176 | inferred from sequence or structural similarity with HGNC:30550,zinc ion binding ; GO:0008270 | inferred from electronic annotation with InterPro:IPR011016 <newline> ubiquitin protein ligase activity involved in ERAD pathway ; GO:1904264 | inferred from biological aspect of ancestor with PANTHER:PTN000322018 <newline> ubiquitin-protein transferase activity ; GO:0004842 | inferred from sequence or structural similarity with HGNC:30550 <newline> zinc ion binding ; GO:0008270 | inferred from sequence model,3L,2371939,2367843,-1,-,-,2-Mar,CG1317
FBgn0035337,FBgn0035337,CG15877,62D7-62D7,-,3-2 <newline> 3-4.4,-,-,SO0000010:protein_coding_gene,-,-,-,3L,2377556,2376484,-1,-,-,2-Mar,CG15877
FBgn0035393,FBgn0035393,CG16753,63A5-63A5,-,3-5 <newline> 3-6.2,-,-,SO0000010:protein_coding_gene,-,-,-,3L,3055842,3055079,1,-,-,5-Mar,CG16753
FBgn0035438,FBgn0035438,CG12013,63D1-63D1,-,3-8 <newline> 3-6.7,-,-,SO0000010:protein_coding_gene,oxidation-reduction process ; GO:0055114 | inferred from electronic annotation with InterPro:IPR000889 <newline> intestinal stem cell homeostasis ; GO:0036335 | inferred from mutant phenotype <newline> response to lipid hydroperoxide ; GO:0006982 | inferred from sequence or structural similarity with UniProtKB:P36969 <newline> response to endoplasmic reticulum stress ; GO:0034976 | inferred from mutant phenotype <newline> response to oxidative stress ; GO:0006979 | inferred from mutant phenotype,endomembrane system ; GO:0012505 | inferred from high throughput direct assay <newline> mitochondrion ; GO:0005739 | inferred from sequence or structural similarity with UniProtKB:P36969 <newline> Golgi apparatus ; GO:0005794 | inferred from direct assay <newline> cytoplasm ; GO:0005737 | inferred from sequence or structural similarity with UniProtKB:P36969,peroxidase activity ; GO:0004601 | inferred from direct assay <newline> glutathione peroxidase activity ; GO:0004602 | inferred from sequence or structural similarity with UniProtKB:P36969,3L,3328626,3326265,1,-,PHGPx,8-Mar,PHGPx
FBgn0035444,FBgn0035444,CG12012,63D2-63D2,-,3-8 <newline> 3-6.7,-,-,SO0000010:protein_coding_gene,-,-,-,3L,3377992,3376757,1,-,-,8-Mar,CG12012
FBgn0035497,FBgn0035497,CG14995,64A5-64A6,64A3-64B6,3-10 <newline> 3-8.8,-,-,SO0000010:protein_coding_gene,autophagic cell death ; GO:0048102 | inferred from expression pattern <newline> salivary gland cell autophagic cell death ; GO:0035071 | inferred from expression pattern,-,-,3L,4103256,4094343,-1,-,-,10-Mar,CG14995
FBgn0035499,FBgn0035499,CG14996,64A6-64A7,64A-64B,3-10 <newline> 3-8.9,-,-,SO0000010:protein_coding_gene,smooth muscle contraction ; GO:0006939 | inferred from sequence or structural similarity <newline> juvenile hormone mediated signaling pathway ; GO:0035626 | inferred from mutant phenotype,striated muscle thin filament ; GO:0005865 | inferred from sequence or structural similarity,juvenile hormone response element binding ; GO:0070594 | inferred from direct assay <newline> actin binding ; GO:0003779 | inferred from sequence or structural similarity <newline> protein binding ; GO:0005515 | inferred from physical interaction with FK506-bp1,3L,4122388,4114289,-1,-,Chd64,10-Mar,Chd64
FBgn0035524,FBgn0035524,CG11583,64A12-64A12,-,3-10 <newline> 3-9.2,-,-,SO0000010:protein_coding_gene,ribosomal large subunit assembly ; GO:0000027 | inferred from sequence or structural similarity with SGD:S000005437 <newline> ribosomal large subunit assembly ; GO:0000027 | inferred from biological aspect of ancestor with PANTHER:PTN000341804,nucleolus ; GO:0005730 | inferred from sequence or structural similarity with SGD:S000005437 <newline> nucleolus ; GO:0005730 | inferred from biological aspect of ancestor with PANTHER:PTN000341804,RNA binding ; GO:0003723 | inferred from biological aspect of ancestor with PANTHER:PTN000341804 <newline> rRNA binding ; GO:0019843 | inferred from sequence or structural similarity with SGD:S000005437,3L,4282817,4281504,-1,-,-,10-Mar,CG11583
FBgn0035528,FBgn0035528,CG15012,64A12-64A12,-,3-10 <newline> 3-9.2,-,-,SO0000010:protein_coding_gene,-,-,-,3L,4292246,4291208,-1,-,-,10-Mar,CG15012
FBgn0035529,FBgn0035529,CG1319,64B1-64B1,-,3-12 <newline> 3-9.2,-,-,SO0000010:protein_coding_gene,positive regulation of ecdysteroid biosynthetic process ; GO:0045998 | inferred from mutant phenotype <newline> pupariation ; GO:0035073 | inferred from mutant phenotype,mitochondrial matrix ; GO:0005759 | inferred from sequence or structural similarity with UniProtKB:P10109,"2 iron, 2 sulfur cluster binding ; GO:0051537 | inferred from electronic annotation with InterPro:IPR001055, InterPro:IPR018298 <newline> electron transfer activity ; GO:0009055 | inferred from sequence or structural similarity with UniProtKB:P10109",3L,4293432,4292482,1,-,Ferredoxin 2,12-Mar,Fdx2
FBgn0035542,FBgn0035542,CG11347,64B4-64B5,-,3-12 <newline> 3-9.7,-,-,SO0000010:protein_coding_gene,regulation of autophagy ; GO:0010506 | inferred from mutant phenotype <newline> positive regulation of transcription from RNA polymerase II promoter ; GO:0045944 | inferred from direct assay <newline> autophagosome assembly ; GO:0000045 | inferred from biological aspect of ancestor with PANTHER:PTN001270888 <newline> ecdysone receptor-mediated signaling pathway ; GO:0035076 | inferred from mutant phenotype,nucleus ; GO:0005634 | inferred from biological aspect of ancestor with PANTHER:PTN001270888 <newline> autophagosome ; GO:0005776 | inferred from biological aspect of ancestor with PANTHER:PTN001270888 <newline> nucleus ; GO:0005634 | inferred by curator from GO:0030374,steroid hormone receptor binding ; GO:0035258 | inferred from physical interaction with EcR <newline> ligand-dependent nuclear receptor transcription coactivator activity ; GO:0030374 | inferred from direct assay,3L,4420648,4406943,1,-,Diabetes and obesity regulated,12-Mar,DOR
